ID,Problem Name,Likes,Dislikes,"Like
Ratio",Topics,Difficulty,Accepted,Submissions,"Accept
Rate"
679,24 Game,1862,287,86.60%,"Array, Math, Backtracking",Hard,161412,272848,59.20%
1106,Parsing A Boolean Expression,1860,83,95.70%,"String, Stack, Recursion",Hard,139731,200092,69.80%
1609,Even Odd Tree,1860,102,94.80%,"Tree, Breadth-First Search, Binary Tree",Medium,185852,278363,66.80%
728,Self Dividing Numbers,1857,384,82.90%,Math,Easy,293621,367613,79.90%
1032,Stream of Characters,1855,186,90.90%,"Array, String, Design, Trie, Data Stream",Hard,100250,194895,51.40%
458,Poor Pigs,1845,3366,35.40%,"Math, Dynamic Programming, Combinatorics",Hard,127674,215926,59.10%
339,Nested List Weight Sum,1844,479,79.40%,"Depth-First Search, Breadth-First Search",Medium,391600,456917,85.70%
524,Longest Word in Dictionary through Deleting,1844,362,83.60%,"Array, Two Pointers, String, Sorting",Medium,174525,334830,52.10%
1189,Maximum Number of Balloons,1841,118,94.00%,"Hash Table, String, Counting",Easy,294932,492972,59.80%
2114,Maximum Number of Words Found in Sentences,1840,62,96.70%,"Array, String",Easy,368941,425991,86.60%
1569,Number of Ways to Reorder Array to Get Same BST,1839,210,89.80%,"Array, Math, Divide and Conquer, Dynamic Programming, Tree, Union Find, Binary Search Tree, Memoization, Combinatorics, Binary Tree",Hard,60959,113546,53.70%
1378,Replace Employee ID With The Unique Identifier,1837,151,92.40%,Database,Easy,1108594,1326208,83.60%
1688,Count of Matches in Tournament,1832,243,88.30%,"Math, Simulation",Easy,295883,343493,86.10%
1024,Video Stitching,1827,63,96.70%,"Array, Dynamic Programming, Greedy",Medium,81376,155930,52.20%
627,Swap Salary,1826,569,76.20%,Database,Easy,498839,592200,84.20%
1255,Maximum Score Words Formed by Letters,1825,119,93.90%,"Array, String, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",Hard,129436,158633,81.60%
1446,Consecutive Characters,1816,35,98.10%,String,Easy,211110,350122,60.30%
2418,Sort the People,1815,38,97.90%,"Array, Hash Table, String, Sorting",Easy,356758,420782,84.80%
1109,Corporate Flight Bookings,1806,166,91.60%,"Array, Prefix Sum",Medium,89332,136858,65.30%
2073,Time Needed to Buy Tickets,1806,161,91.80%,"Array, Queue, Simulation",Easy,265779,373659,71.10%
2336,Smallest Number in Infinite Set,1806,226,88.90%,"Hash Table, Design, Heap (Priority Queue), Ordered Set",Medium,209747,297206,70.60%
899,Orderly Queue,1805,620,74.40%,"Math, String, Sorting",Hard,79289,119347,66.40%
940,Distinct Subsequences II,1800,39,97.90%,"String, Dynamic Programming",Hard,47976,109724,43.70%
1915,Number of Wonderful Substrings,1800,282,86.50%,"Hash Table, String, Bit Manipulation, Prefix Sum",Medium,87846,131788,66.70%
819,Most Common Word,1798,3108,36.60%,"Array, Hash Table, String, Counting",Easy,425142,950240,44.70%
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,1796,2014,47.10%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",Easy,256470,299024,85.80%
2017,Grid Game,1794,92,95.10%,"Array, Matrix, Prefix Sum",Medium,136469,223999,60.90%
352,Data Stream as Disjoint Intervals,1792,369,82.90%,"Binary Search, Design, Ordered Set",Hard,122604,205642,59.60%
359,Logger Rate Limiter,1789,197,90.10%,"Hash Table, Design, Data Stream",Easy,372575,485888,76.70%
1260,Shift 2D Grid,1782,349,83.60%,"Array, Matrix, Simulation",Easy,119515,176173,67.80%
1518,Water Bottles,1782,143,92.60%,"Math, Simulation",Easy,273116,387128,70.50%
1400,Construct K Palindrome Strings,1778,159,91.80%,"Hash Table, String, Greedy, Counting",Medium,205971,300003,68.70%
1871,Jump Game VII,1775,117,93.80%,"String, Dynamic Programming, Sliding Window, Prefix Sum",Medium,60571,234019,25.90%
820,Short Encoding of Words,1774,664,72.80%,"Array, Hash Table, String, Trie",Medium,102209,168528,60.60%
2251,Number of Flowers in Full Bloom,1774,43,97.60%,"Array, Hash Table, Binary Search, Sorting, Prefix Sum, Ordered Set",Hard,100596,175145,57.40%
626,Exchange Seats,1770,610,74.40%,Database,Medium,383610,524177,73.20%
1013,Partition Array Into Three Parts With Equal Sum,1770,168,91.30%,"Array, Greedy",Easy,115325,273106,42.20%
2812,Find the Safest Path in a Grid,1769,315,84.90%,"Array, Binary Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix",Medium,106862,220520,48.50%
2364,Count Number of Bad Pairs,1768,61,96.70%,"Array, Hash Table, Math, Counting",Medium,180734,332845,54.30%
2226,Maximum Candies Allocated to K Children,1767,81,95.60%,"Array, Binary Search",Medium,191342,382640,50.00%
2064,Minimized Maximum of Products Distributed to Any Store,1765,105,94.40%,"Array, Binary Search, Greedy",Medium,141202,225009,62.80%
249,Group Shifted Strings,1763,437,80.10%,"Array, Hash Table, String",Medium,303624,449674,67.50%
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,1763,106,94.30%,"Array, Sliding Window",Medium,157209,221849,70.90%
2006,Count Number of Pairs With Absolute Difference K,1763,47,97.40%,"Array, Hash Table, Counting",Easy,212935,250334,85.10%
1287,Element Appearing More Than 25% In Sorted Array,1761,83,95.50%,Array,Easy,246101,402974,61.10%
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,1759,90,95.10%,"Array, Hash Table, Binary Search, Dynamic Programming, Sliding Window",Medium,53197,145412,36.60%
944,Delete Columns to Make Sorted,1758,2906,37.70%,"Array, String",Easy,210957,281811,74.90%
500,Keyboard Row,1757,1155,60.30%,"Array, Hash Table, String",Easy,297078,407325,72.90%
274,H-Index,1749,841,67.50%,"Array, Sorting, Counting Sort",Medium,773254,1903366,40.60%
915,Partition Array into Disjoint Intervals,1744,82,95.50%,Array,Medium,93813,190847,49.20%
2279,Maximum Bags With Full Capacity of Rocks,1740,71,96.10%,"Array, Greedy, Sorting",Medium,107243,158250,67.80%
2011,Final Value of Variable After Performing Operations,1738,201,89.60%,"Array, String, Simulation",Easy,497600,555360,89.60%
346,Moving Average from Data Stream,1736,192,90.00%,"Array, Design, Queue, Data Stream",Easy,505672,631755,80.00%
233,Number of Digit One,1733,1530,53.10%,"Math, Dynamic Programming, Recursion",Hard,122420,336083,36.40%
1251,Average Selling Price,1732,250,87.40%,Database,Easy,534279,1448818,36.90%
2381,Shifting Letters II,1727,71,96.10%,"Array, String, Prefix Sum",Medium,154652,289750,53.40%
1060,Missing Element in Sorted Array,1723,67,96.30%,"Array, Binary Search",Medium,163813,276719,59.20%
2099,Find Subsequence of Length K With the Largest Sum,1723,179,90.60%,"Array, Hash Table, Sorting, Heap (Priority Queue)",Easy,169958,295670,57.50%
1332,Remove Palindromic Subsequences,1721,1788,49.00%,"Two Pointers, String",Easy,147284,191866,76.80%
2415,Reverse Odd Levels of Binary Tree,1719,72,96.00%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",Medium,176119,203233,86.70%
1051,Height Checker,1714,121,93.40%,"Array, Sorting, Counting Sort",Easy,592283,728678,81.30%
2192,All Ancestors of a Node in a Directed Acyclic Graph,1714,43,97.60%,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",Medium,152194,245442,62.00%
2161,Partition Array According to Given Pivot,1711,118,93.50%,"Array, Two Pointers, Simulation",Medium,284781,316934,89.90%
677,Map Sum Pairs,1710,164,91.20%,"Hash Table, String, Design, Trie",Medium,133841,235276,56.90%
952,Largest Component Size by Common Factor,1701,95,94.70%,"Array, Hash Table, Math, Union Find, Number Theory",Hard,60973,146990,41.50%
910,Smallest Range II,1700,467,78.40%,"Array, Math, Greedy, Sorting",Medium,62776,167969,37.40%
1458,Max Dot Product of Two Subsequences,1696,33,98.10%,"Array, Dynamic Programming",Hard,83859,134419,62.40%
390,Elimination Game,1690,747,69.30%,"Math, Recursion",Medium,94890,210070,45.20%
1799,Maximize Score After N Operations,1687,113,93.70%,"Array, Math, Dynamic Programming, Backtracking, Bit Manipulation, Number Theory, Bitmask",Hard,67565,116678,57.90%
1790,Check if One String Swap Can Make Strings Equal,1685,85,95.20%,"Hash Table, String, Counting",Easy,301120,608673,49.50%
427,Construct Quad Tree,1683,1935,46.50%,"Array, Divide and Conquer, Tree, Matrix",Medium,178784,230491,77.60%
575,Distribute Candies,1680,1442,53.80%,"Array, Hash Table",Easy,363231,518412,70.10%
2050,Parallel Courses III,1673,46,97.30%,"Array, Dynamic Programming, Graph, Topological Sort",Hard,101291,151696,66.80%
2962,Count Subarrays Where Max Element Appears at Least K Times,1672,80,95.40%,"Array, Sliding Window",Medium,249840,399895,62.50%
870,Advantage Shuffle,1667,100,94.30%,"Array, Two Pointers, Greedy, Sorting",Medium,76831,143014,53.70%
370,Range Addition,1665,86,95.10%,"Array, Prefix Sum",Medium,101416,139948,72.50%
2610,Convert an Array Into a 2D Array With Conditions,1663,81,95.40%,"Array, Hash Table",Medium,218252,252787,86.30%
1575,Count All Possible Routes,1660,60,96.50%,"Array, Dynamic Programming, Memoization",Hard,63629,98021,64.90%
2560,House Robber IV,1660,97,94.50%,"Array, Binary Search, Dynamic Programming, Greedy",Medium,133730,205804,65.00%
1005,Maximize Sum Of Array After K Negations,1656,123,93.10%,"Array, Greedy, Sorting",Easy,123320,233251,52.90%
1416,Restore The Array,1653,53,96.90%,"String, Dynamic Programming",Hard,65168,139165,46.80%
357,Count Numbers with Unique Digits,1651,1517,52.10%,"Math, Dynamic Programming, Backtracking",Medium,171338,313083,54.70%
2092,Find All People With Secret,1651,82,95.30%,"Depth-First Search, Breadth-First Search, Union Find, Graph, Sorting",Hard,105494,232855,45.30%
1780,Check if Number is a Sum of Powers of Three,1650,65,96.20%,Math,Medium,210307,265062,79.30%
2127,Maximum Employees to Be Invited to a Meeting,1648,70,95.90%,"Depth-First Search, Graph, Topological Sort",Hard,86387,139435,62.00%
641,Design Circular Deque,1646,107,93.90%,"Array, Linked List, Design, Queue",Medium,185621,288363,64.40%
1526,Minimum Number of Increments on Subarrays to Form a Target Array,1646,81,95.30%,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack",Hard,65236,89725,72.70%
1748,Sum of Unique Elements,1646,33,98.00%,"Array, Hash Table, Counting",Easy,232196,292645,79.30%
396,Rotate Function,1644,275,85.70%,"Array, Math, Dynamic Programming",Medium,103511,232453,44.50%
2136,Earliest Possible Day of Full Bloom,1644,85,95.10%,"Array, Greedy, Sorting",Hard,61235,86048,71.20%
1720,Decode XORed Array,1643,220,88.20%,"Array, Bit Manipulation",Easy,180902,207691,87.10%
2196,Create Binary Tree From Descriptions,1641,37,97.80%,"Array, Hash Table, Tree, Binary Tree",Medium,163995,200831,81.70%
1678,Goal Parser Interpretation,1640,92,94.70%,String,Easy,304117,346216,87.80%
1413,Minimum Value to Get Positive Step by Step Sum,1639,374,81.40%,"Array, Prefix Sum",Easy,202292,313260,64.60%
639,Decode Ways II,1635,824,66.50%,"String, Dynamic Programming",Hard,84382,268644,31.40%
1233,Remove Sub-Folders from the Filesystem,1632,228,87.70%,"Array, String, Depth-First Search, Trie",Medium,257563,327666,78.60%
1510,Stone Game IV,1630,74,95.70%,"Math, Dynamic Programming, Game Theory",Hard,80636,135541,59.50%
1876,Substrings of Size Three with Distinct Characters,1630,52,96.90%,"Hash Table, String, Sliding Window, Counting",Easy,181748,239179,76.00%
2375,Construct Smallest Number From DI String,1630,81,95.30%,"String, Backtracking, Stack, Greedy",Medium,162278,189242,85.80%
1484,Group Sold Products By The Date,1629,123,93.00%,Database,Easy,350502,450051,77.90%
2290,Minimum Obstacle Removal to Reach Corner,1628,29,98.20%,"Array, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path",Hard,115139,163921,70.20%
365,Water and Jug Problem,1627,1506,51.90%,"Math, Depth-First Search, Breadth-First Search",Medium,130872,299310,43.70%
440,K-th Smallest in Lexicographical Order,1625,147,91.70%,Trie,Hard,163806,356151,46.00%
2038,Remove Colored Pieces if Both Neighbors are the Same Color,1624,128,92.70%,"Math, String, Greedy, Game Theory",Medium,157045,249677,62.90%
276,Paint Fence,1623,396,80.40%,Dynamic Programming,Medium,125336,261447,47.90%
885,Spiral Matrix III,1620,1040,60.90%,"Array, Matrix, Simulation",Medium,169877,200961,84.50%
2391,Minimum Amount of Time to Collect Garbage,1613,244,86.90%,"Array, String, Prefix Sum",Medium,148686,174704,85.10%
2108,Find First Palindromic String in the Array,1612,58,96.50%,"Array, Two Pointers, String",Easy,353886,421497,84.00%
843,Guess the Word,1608,1850,46.50%,"Array, Math, String, Interactive, Game Theory",Hard,162221,434213,37.40%
259,3Sum Smaller,1606,168,90.50%,"Array, Two Pointers, Binary Search, Sorting",Medium,167144,327495,51.00%
1535,Find the Winner of an Array Game,1606,86,94.90%,"Array, Simulation",Medium,122540,215710,56.80%
1275,Find Winner on a Tic Tac Toe Game,1599,365,81.40%,"Array, Hash Table, Matrix, Simulation",Easy,157594,290748,54.20%
1861,Rotating the Box,1598,82,95.10%,"Array, Two Pointers, Matrix",Medium,161654,204152,79.20%
638,Shopping Offers,1596,784,67.10%,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask",Medium,74225,142564,52.10%
487,Max Consecutive Ones II,1593,27,98.30%,"Array, Dynamic Programming, Sliding Window",Medium,175916,340201,51.70%
1309,Decrypt String from Alphabet to Integer Mapping,1591,119,93.00%,String,Easy,142190,177021,80.30%
1269,Number of Ways to Stay in the Same Place After Some Steps,1589,67,96.00%,Dynamic Programming,Hard,99736,199535,50.00%
1488,Avoid Flood in The City,1589,303,84.00%,"Array, Hash Table, Binary Search, Greedy, Heap (Priority Queue)",Medium,41856,151919,27.60%
811,Subdomain Visit Count,1588,1307,54.90%,"Array, Hash Table, String, Counting",Medium,252600,328200,77.00%
600,Non-negative Integers without Consecutive Ones,1584,137,92.00%,Dynamic Programming,Hard,46560,114317,40.70%
1508,Range Sum of Sorted Subarray Sums,1582,264,85.70%,"Array, Two Pointers, Binary Search, Sorting, Prefix Sum",Medium,182254,288861,63.10%
1394,Find Lucky Integer in an Array,1575,43,97.30%,"Array, Hash Table, Counting",Easy,311260,412621,75.40%
715,Range Module,1573,133,92.20%,"Design, Segment Tree, Ordered Set",Hard,87085,196431,44.30%
969,Pancake Sorting,1573,1560,50.20%,"Array, Two Pointers, Greedy, Sorting",Medium,108400,151854,71.40%
570,Managers with at Least 5 Direct Reports,1572,173,90.10%,Database,Medium,792266,1618167,49.00%
780,Reaching Points,1571,232,87.10%,Math,Hard,77388,228575,33.90%
936,Stamping The Sequence,1570,222,87.60%,"String, Stack, Greedy, Queue",Hard,62425,100681,62.00%
1913,Maximum Product Difference Between Two Pairs,1570,69,95.80%,"Array, Sorting",Easy,284021,342403,82.90%
2302,Count Subarrays With Score Less Than K,1565,60,96.30%,"Array, Binary Search, Sliding Window, Prefix Sum",Hard,136667,219017,62.40%
954,Array of Doubled Pairs,1562,182,89.60%,"Array, Hash Table, Greedy, Sorting",Medium,99804,252362,39.50%
333,Largest BST Subtree,1560,146,91.40%,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree",Medium,126440,276798,45.70%
1921,Eliminate Maximum Number of Monsters,1560,237,86.80%,"Array, Greedy, Sorting",Medium,119089,234130,50.90%
1759,Count Number of Homogenous Substrings,1559,103,93.80%,"Math, String",Medium,126030,219963,57.30%
588,Design In-Memory File System,1557,174,89.90%,"Hash Table, String, Design, Trie, Sorting",Hard,129052,267331,48.30%
2256,Minimum Average Difference,1557,180,89.60%,"Array, Prefix Sum",Medium,94626,216802,43.60%
514,Freedom Trail,1556,82,95.00%,"String, Dynamic Programming, Depth-First Search, Breadth-First Search",Hard,119408,202275,59.00%
1114,Print in Order,1556,216,87.80%,Concurrency,Easy,209118,290379,72.00%
2353,Design a Food Rating System,1552,295,84.00%,"Array, Hash Table, String, Design, Heap (Priority Queue), Ordered Set",Medium,92120,204523,45.00%
1197,Minimum Knight Moves,1547,411,79.00%,Breadth-First Search,Medium,180239,434600,41.50%
1366,Rank Teams by Votes,1547,194,88.90%,"Array, Hash Table, String, Sorting, Counting",Medium,96537,161847,59.60%
1503,Last Moment Before All Ants Fall Out of a Plank,1547,429,78.30%,"Array, Brainteaser, Simulation",Medium,95706,140286,68.20%
271,Encode and Decode Strings,1544,445,77.60%,"Array, String, Design",Medium,273087,543793,50.20%
957,Prison Cells After N Days,1544,1777,46.50%,"Array, Hash Table, Math, Bit Manipulation",Medium,172255,441595,39.00%
1654,Minimum Jumps to Reach Home,1544,284,84.50%,"Array, Dynamic Programming, Breadth-First Search",Medium,50350,166033,30.30%
1886,Determine Whether Matrix Can Be Obtained By Rotation,1544,144,91.50%,"Array, Matrix",Easy,89984,153684,58.60%
609,Find Duplicate File in System,1543,1654,48.30%,"Array, Hash Table, String",Medium,167161,247335,67.60%
1042,Flower Planting With No Adjacent,1543,722,68.10%,"Depth-First Search, Breadth-First Search, Graph",Medium,96354,182439,52.80%
2054,Two Best Non-Overlapping Events,1540,58,96.40%,"Array, Binary Search, Dynamic Programming, Sorting, Heap (Priority Queue)",Medium,108594,178543,60.80%
1496,Path Crossing,1537,48,97.00%,"Hash Table, String",Easy,187107,299209,62.50%
401,Binary Watch,1535,2809,35.30%,"Backtracking, Bit Manipulation",Easy,173967,304250,57.20%
2667,Create Hello World Function,1532,219,87.50%,,Easy,747034,910780,82.00%
1652,Defuse the Bomb,1531,172,89.90%,"Array, Sliding Window",Easy,199551,251717,79.30%
1104,Path In Zigzag Labelled Binary Tree,1528,328,82.30%,"Math, Tree, Binary Tree",Medium,51230,67752,75.60%
2537,Count the Number of Good Subarrays,1528,59,96.30%,"Array, Hash Table, Sliding Window",Medium,124205,188437,65.90%
1856,Maximum Subarray Min-Product,1524,140,91.60%,"Array, Stack, Monotonic Stack, Prefix Sum",Medium,35875,91314,39.30%
2458,Height of Binary Tree After Subtree Removal Queries,1522,37,97.60%,"Array, Tree, Depth-First Search, Breadth-First Search, Binary Tree",Hard,102661,186908,54.90%
2331,Evaluate Boolean Binary Tree,1521,43,97.30%,"Tree, Depth-First Search, Binary Tree",Easy,216098,262229,82.40%
